Dates,Hour,priceahead
2015-06-08,17,57.94
2015-06-08,18,60.99
2015-06-08,19,65.66
2015-06-08,20,57.24
2015-06-08,21,51.74
2015-06-08,22,48.63
2015-06-08,23,43.55
2015-06-09,0,41.13
2015-06-09,1,40.0
2015-06-09,2,40.0
2015-06-09,3,40.0
2015-06-09,4,45.18
2015-06-09,5,49.18
2015-06-09,6,56.0
2015-06-09,7,54.0
2015-06-09,8,52.65
2015-06-09,9,51.47
2015-06-09,10,50.55
2015-06-09,11,50.44
2015-06-09,12,52.99
2015-06-09,13,57.34
2015-06-09,14,57.34
2015-06-09,15,52.92
2015-06-09,16,52.68
2015-06-09,17,53.28
2015-06-09,18,56.38
2015-06-09,19,57.66
2015-06-09,20,52.35
2015-06-09,21,51.0
2015-06-09,22,48.55
2015-06-09,23,43.34
2015-06-10,0,41.5
2015-06-10,1,40.05
2015-06-10,2,40.05
2015-06-10,3,39.66
2015-06-10,4,44.86
2015-06-10,5,49.18
2015-06-10,6,55.0
2015-06-10,7,51.68
2015-06-10,8,51.67
2015-06-10,9,51.61
2015-06-10,10,49.1
2015-06-10,11,50.0
2015-06-10,12,51.0
2015-06-10,13,53.78
2015-06-10,14,55.71
2015-06-10,15,52.18
2015-06-10,16,52.18
2015-06-10,17,53.18
2015-06-10,18,53.65
2015-06-10,19,54.38
2015-06-10,20,52.2
2015-06-10,21,50.79
2015-06-10,22,49.04
2015-06-10,23,44.68
2015-06-11,0,43.4
2015-06-11,1,40.38
2015-06-11,2,40.38
2015-06-11,3,39.68
2015-06-11,4,46.01
2015-06-11,5,49.18
2015-06-11,6,56.38
2015-06-11,7,51.19
2015-06-11,8,50.25
2015-06-11,9,50.57
2015-06-11,10,46.18
2015-06-11,11,44.9
2015-06-11,12,50.57
2015-06-11,13,52.0
2015-06-11,14,54.29
2015-06-11,15,52.18
2015-06-11,16,52.74
2015-06-11,17,53.18
2015-06-11,18,53.15
2015-06-11,19,51.36
2015-06-11,20,50.57
2015-06-11,21,51.06
2015-06-11,22,54.25
2015-06-11,23,47.18
2015-06-12,0,46.68
2015-06-12,1,43.68
2015-06-12,2,43.8
2015-06-12,3,45.51
2015-06-12,4,50.94
2015-06-12,5,53.01
2015-06-12,6,71.76
2015-06-12,7,63.72
2015-06-12,8,62.4
2015-06-12,9,68.82
2015-06-12,10,55.01
2015-06-12,11,55.01
2015-06-12,12,64.0
2015-06-12,13,69.1
2015-06-12,14,68.45
2015-06-12,15,57.0
2015-06-12,16,54.86
2015-06-12,17,55.37
2015-06-12,18,54.25
2015-06-12,19,53.28
2015-06-12,20,52.66
2015-06-12,21,51.6
2015-06-12,22,55.0
2015-06-12,23,48.47
2015-06-13,0,47.99
2015-06-13,1,43.05
2015-06-13,2,43.04
2015-06-13,3,41.78
2015-06-13,4,43.0
2015-06-13,5,45.0
2015-06-13,6,55.0
2015-06-13,7,57.36
2015-06-13,8,83.38
2015-06-13,9,69.99
2015-06-13,10,61.95
2015-06-13,11,61.78
2015-06-13,12,64.0
2015-06-13,13,61.95
2015-06-13,14,62.06
2015-06-13,15,53.99
2015-06-13,16,50.8
2015-06-13,17,53.28
2015-06-13,18,54.09
2015-06-13,19,55.61
2015-06-13,20,53.39
2015-06-13,21,49.88
2015-06-13,22,62.99
2015-06-13,23,44.32
2015-06-14,0,44.32
2015-06-14,1,42.17
2015-06-14,2,44.32
2015-06-14,3,45.31
2015-06-14,4,48.77
2015-06-14,5,51.32
2015-06-14,6,51.54
2015-06-14,7,50.99
2015-06-14,8,65.0
2015-06-14,9,61.9
2015-06-14,10,65.0
2015-06-14,11,59.75
2015-06-14,12,59.99
2015-06-14,13,57.5
2015-06-14,14,53.87
2015-06-14,15,43.93
2015-06-14,16,45.0
2015-06-14,17,47.54
2015-06-14,18,49.71
2015-06-14,19,49.87
2015-06-14,20,48.89
2015-06-14,21,48.02
2015-06-14,22,47.8
2015-06-14,23,42.05
2015-06-15,0,40.05
2015-06-15,1,38.2
2015-06-15,2,42.05
2015-06-15,3,42.05
2015-06-15,4,51.0
2015-06-15,5,50.32
2015-06-15,6,53.87
2015-06-15,7,50.52
2015-06-15,8,50.36
2015-06-15,9,50.67
2015-06-15,10,48.61
2015-06-15,11,50.0
2015-06-15,12,53.52
2015-06-15,13,53.99
2015-06-15,14,56.13
2015-06-15,15,52.52
2015-06-15,16,52.32
2015-06-15,17,53.25
2015-06-15,18,53.4
2015-06-15,19,55.0
2015-06-15,20,52.7
2015-06-15,21,50.93
2015-06-15,22,60.12
2015-06-15,23,50.88
2015-06-16,0,50.0
2015-06-16,1,48.4
2015-06-16,2,49.0
2015-06-16,3,50.0
2015-06-16,4,52.11
2015-06-16,5,51.55
2015-06-16,6,56.8
2015-06-16,7,53.73
2015-06-16,8,54.33
2015-06-16,9,53.97
2015-06-16,10,51.53
2015-06-16,11,51.01
2015-06-16,12,53.64
2015-06-16,13,58.2
2015-06-16,14,61.05
2015-06-16,15,56.8
2015-06-16,16,54.52
2015-06-16,17,53.22
2015-06-16,18,51.94
2015-06-16,19,50.18
2015-06-16,20,50.73
2015-06-16,21,50.88
2015-06-16,22,60.0
2015-06-16,23,51.98
2015-06-17,0,50.34
2015-06-17,1,48.38
2015-06-17,2,48.55
2015-06-17,3,49.38
2015-06-17,4,53.58
2015-06-17,5,53.65
2015-06-17,6,65.17
2015-06-17,7,62.25
2015-06-17,8,61.95
2015-06-17,9,61.05
2015-06-17,10,53.37
2015-06-17,11,53.66
2015-06-17,12,58.4
2015-06-17,13,61.23
2015-06-17,14,63.28
2015-06-17,15,53.71
2015-06-17,16,53.14
2015-06-17,17,51.0
2015-06-17,18,49.12
2015-06-17,19,49.08
2015-06-17,20,48.78
2015-06-17,21,48.72
2015-06-17,22,47.79
2015-06-17,23,39.78
2015-06-18,0,40.0
2015-06-18,1,34.54
2015-06-18,2,35.02
2015-06-18,3,35.9
2015-06-18,4,43.53
2015-06-18,5,49.24
2015-06-18,6,53.26
2015-06-18,7,53.02
2015-06-18,8,50.72
2015-06-18,9,48.19
2015-06-18,10,42.69
2015-06-18,11,42.99
2015-06-18,12,44.11
2015-06-18,13,45.79
2015-06-18,14,50.7
2015-06-18,15,49.68
2015-06-18,16,51.22
2015-06-18,17,49.48
2015-06-18,18,48.66
2015-06-18,19,49.13
2015-06-18,20,47.99
2015-06-18,21,48.26
2015-06-18,22,47.11
2015-06-18,23,42.0
2015-06-19,0,41.84
2015-06-19,1,34.59
2015-06-19,2,37.0
2015-06-19,3,38.01
2015-06-19,4,46.04
2015-06-19,5,48.83
2015-06-19,6,52.04
2015-06-19,7,52.99
2015-06-19,8,50.0
2015-06-19,9,49.4
2015-06-19,10,44.59
2015-06-19,11,42.13
2015-06-19,12,46.98
2015-06-19,13,50.65
2015-06-19,14,52.23
2015-06-19,15,49.72
2015-06-19,16,51.99
2015-06-19,17,48.69
2015-06-19,18,43.62
2015-06-19,19,46.98
2015-06-19,20,42.49
2015-06-19,21,40.65
2015-06-19,22,48.47
2015-06-19,23,45.53
2015-06-20,0,44.54
2015-06-20,1,42.34
2015-06-20,2,41.41
2015-06-20,3,40.75
2015-06-20,4,41.86
2015-06-20,5,41.32
2015-06-20,6,43.4
2015-06-20,7,45.7
2015-06-20,8,50.0
2015-06-20,9,47.73
2015-06-20,10,43.84
2015-06-20,11,41.32
2015-06-20,12,40.0
2015-06-20,13,41.24
2015-06-20,14,45.32
2015-06-20,15,44.01
2015-06-20,16,41.46
2015-06-20,17,38.83
2015-06-20,18,33.67
2015-06-20,19,40.0
2015-06-20,20,36.17
2015-06-20,21,36.43
2015-06-20,22,40.01
2015-06-20,23,35.0
2015-06-21,0,37.53
2015-06-21,1,31.9
2015-06-21,2,37.61
2015-06-21,3,37.56
2015-06-21,4,35.34
2015-06-21,5,34.34
2015-06-21,6,31.0
2015-06-21,7,30.96
2015-06-21,8,31.0
2015-06-21,9,24.04
2015-06-21,10,21.0
2015-06-21,11,18.71
2015-06-21,12,15.13
2015-06-21,13,14.55
2015-06-21,14,31.0
2015-06-21,15,32.0
2015-06-21,16,37.4
2015-06-21,17,38.83
2015-06-21,18,43.75
2015-06-21,19,47.8
2015-06-21,20,41.55
2015-06-21,21,36.57
2015-06-21,22,40.0
2015-06-21,23,38.01
2015-06-22,0,35.4
2015-06-22,1,35.0
2015-06-22,2,35.82
2015-06-22,3,35.4
2015-06-22,4,42.99
2015-06-22,5,49.24
2015-06-22,6,49.53
2015-06-22,7,49.47
2015-06-22,8,47.79
2015-06-22,9,47.61
2015-06-22,10,43.57
2015-06-22,11,41.82
2015-06-22,12,44.57
2015-06-22,13,47.18
2015-06-22,14,49.23
2015-06-22,15,49.16
2015-06-22,16,50.0
2015-06-22,17,51.0
2015-06-22,18,50.0
2015-06-22,19,50.0
2015-06-22,20,49.29
2015-06-22,21,45.0
2015-06-22,22,42.21
2015-06-22,23,38.82
2015-06-23,0,37.32
2015-06-23,1,34.9
2015-06-23,2,34.9
2015-06-23,3,35.4
2015-06-23,4,42.32
2015-06-23,5,44.99
2015-06-23,6,49.0
2015-06-23,7,50.34
2015-06-23,8,51.0
2015-06-23,9,51.18
2015-06-23,10,49.76
2015-06-23,11,49.83
2015-06-23,12,53.58
2015-06-23,13,55.49
2015-06-23,14,55.49
2015-06-23,15,50.55
2015-06-23,16,49.66
2015-06-23,17,50.3
2015-06-23,18,49.82
2015-06-23,19,49.33
2015-06-23,20,45.74
2015-06-23,21,43.15
2015-06-23,22,44.51
2015-06-23,23,42.25
2015-06-24,0,40.0
2015-06-24,1,39.34
2015-06-24,2,40.0
2015-06-24,3,40.0
2015-06-24,4,45.06
2015-06-24,5,48.66
2015-06-24,6,53.88
2015-06-24,7,53.76
2015-06-24,8,53.15
2015-06-24,9,50.0
2015-06-24,10,48.89
2015-06-24,11,43.9
2015-06-24,12,46.06
2015-06-24,13,48.79
2015-06-24,14,51.42
2015-06-24,15,51.45
2015-06-24,16,50.54
2015-06-24,17,53.99
2015-06-24,18,53.34
2015-06-24,19,54.41
2015-06-24,20,51.0
2015-06-24,21,48.99
2015-06-24,22,45.79
2015-06-24,23,43.54
2015-06-25,0,42.88
2015-06-25,1,42.38
2015-06-25,2,41.82
2015-06-25,3,42.88
2015-06-25,4,44.63
2015-06-25,5,47.0
2015-06-25,6,53.24
2015-06-25,7,54.39
2015-06-25,8,54.4
2015-06-25,9,52.78
2015-06-25,10,53.0
2015-06-25,11,49.99
2015-06-25,12,52.37
2015-06-25,13,51.46
2015-06-25,14,53.77
2015-06-25,15,51.49
2015-06-25,16,50.07
2015-06-25,17,52.5
2015-06-25,18,52.1
2015-06-25,19,52.3
2015-06-25,20,50.58
2015-06-25,21,49.0
2015-06-25,22,48.28
2015-06-25,23,43.87
2015-06-26,0,42.0
2015-06-26,1,40.99
2015-06-26,2,40.0
2015-06-26,3,40.0
2015-06-26,4,44.49
2015-06-26,5,48.56
2015-06-26,6,51.14
2015-06-26,7,50.79
2015-06-26,8,50.0
2015-06-26,9,50.76
2015-06-26,10,47.7
2015-06-26,11,45.52
2015-06-26,12,50.0
2015-06-26,13,51.65
2015-06-26,14,53.06
2015-06-26,15,51.77
2015-06-26,16,49.79
2015-06-26,17,51.17
2015-06-26,18,51.25
2015-06-26,19,51.01
2015-06-26,20,49.33
2015-06-26,21,45.54
2015-06-26,22,46.5
2015-06-26,23,45.0
2015-06-27,0,43.0
2015-06-27,1,40.66
2015-06-27,2,38.67
2015-06-27,3,35.34
2015-06-27,4,37.13
2015-06-27,5,40.2
2015-06-27,6,41.49
2015-06-27,7,45.0
2015-06-27,8,47.79
2015-06-27,9,46.5
2015-06-27,10,46.75
2015-06-27,11,42.1
2015-06-27,12,43.41
2015-06-27,13,45.0
2015-06-27,14,44.29
2015-06-27,15,42.76
2015-06-27,16,45.0
2015-06-27,17,51.02
2015-06-27,18,51.73
2015-06-27,19,50.93
2015-06-27,20,49.98
2015-06-27,21,46.0
2015-06-27,22,45.5
2015-06-27,23,43.0
2015-06-28,0,41.32
2015-06-28,1,39.2
2015-06-28,2,43.0
2015-06-28,3,46.0
2015-06-28,4,44.0
2015-06-28,5,45.92
2015-06-28,6,44.0
2015-06-28,7,41.74
2015-06-28,8,44.15
2015-06-28,9,41.57
2015-06-28,10,41.1
2015-06-28,11,34.15
2015-06-28,12,37.0
2015-06-28,13,40.2
2015-06-28,14,42.2
2015-06-28,15,39.8
2015-06-28,16,42.42
2015-06-28,17,46.09
2015-06-28,18,49.02
2015-06-28,19,50.34
2015-06-28,20,49.98
2015-06-28,21,47.8
2015-06-28,22,45.14
2015-06-28,23,42.33
2015-06-29,0,41.0
2015-06-29,1,37.7
2015-06-29,2,36.54
2015-06-29,3,36.9
2015-06-29,4,44.3
2015-06-29,5,50.0
2015-06-29,6,50.92
2015-06-29,7,51.19
2015-06-29,8,50.5
2015-06-29,9,48.93
2015-06-29,10,46.62
2015-06-29,11,47.8
2015-06-29,12,50.5
2015-06-29,13,51.32
2015-06-29,14,53.04
2015-06-29,15,51.31
2015-06-29,16,52.33
2015-06-29,17,54.57
2015-06-29,18,54.28
2015-06-29,19,54.28
2015-06-29,20,52.96
2015-06-29,21,50.5
2015-06-29,22,49.99
2015-06-29,23,47.0
2015-06-30,0,45.01
2015-06-30,1,44.0
2015-06-30,2,44.0
2015-06-30,3,45.21
2015-06-30,4,48.25
2015-06-30,5,50.5
2015-06-30,6,54.99
2015-06-30,7,55.75
2015-06-30,8,55.49
2015-06-30,9,51.66
2015-06-30,10,50.53
2015-06-30,11,51.18
2015-06-30,12,52.24
2015-06-30,13,54.8
2015-06-30,14,55.94
2015-06-30,15,54.58
2015-06-30,16,54.71
2015-06-30,17,55.32
2015-06-30,18,55.2
2015-06-30,19,54.93
2015-06-30,20,54.2
2015-06-30,21,50.5
2015-06-30,22,48.48
2015-06-30,23,44.41
2015-07-01,0,43.25
2015-07-01,1,42.39
2015-07-01,2,42.05
2015-07-01,3,42.62
2015-07-01,4,47.5
2015-07-01,5,50.5
2015-07-01,6,51.5
2015-07-01,7,51.71
2015-07-01,8,51.84
2015-07-01,9,50.34
2015-07-01,10,46.5
2015-07-01,11,47.5
2015-07-01,12,50.0
2015-07-01,13,50.5
2015-07-01,14,53.83
2015-07-01,15,52.24
2015-07-01,16,52.02
2015-07-01,17,54.04
2015-07-01,18,53.71
2015-07-01,19,53.29
2015-07-01,20,53.11
2015-07-01,21,50.46
2015-07-01,22,51.86
2015-07-01,23,48.5
2015-07-02,0,45.45
2015-07-02,1,44.47
2015-07-02,2,44.34
2015-07-02,3,44.84
2015-07-02,4,50.3
2015-07-02,5,52.0
2015-07-02,6,55.65
2015-07-02,7,57.37
2015-07-02,8,54.6
2015-07-02,9,56.08
2015-07-02,10,59.99
2015-07-02,11,60.0
2015-07-02,12,65.0
2015-07-02,13,62.02
2015-07-02,14,58.98
2015-07-02,15,56.59
2015-07-02,16,55.26
2015-07-02,17,54.5
2015-07-02,18,54.71
2015-07-02,19,56.85
2015-07-02,20,54.52
2015-07-02,21,52.25
2015-07-02,22,54.5
2015-07-02,23,50.3
2015-07-03,0,47.97
2015-07-03,1,47.11
2015-07-03,2,46.0
2015-07-03,3,46.59
2015-07-03,4,48.76
2015-07-03,5,53.02
2015-07-03,6,56.62
2015-07-03,7,58.64
2015-07-03,8,56.68
2015-07-03,9,59.0
2015-07-03,10,55.62
2015-07-03,11,57.26
2015-07-03,12,55.24
2015-07-03,13,54.99
2015-07-03,14,60.99
2015-07-03,15,60.0
2015-07-03,16,58.94
2015-07-03,17,57.34
2015-07-03,18,55.99
2015-07-03,19,54.2
2015-07-03,20,57.09
2015-07-03,21,52.99
2015-07-03,22,59.68
2015-07-03,23,54.01
2015-07-04,0,50.8
2015-07-04,1,47.73
2015-07-04,2,47.39
2015-07-04,3,46.44
2015-07-04,4,45.54
2015-07-04,5,47.39
2015-07-04,6,47.94
2015-07-04,7,48.53
2015-07-04,8,51.64
2015-07-04,9,50.46
2015-07-04,10,48.0
2015-07-04,11,45.99
2015-07-04,12,45.99
2015-07-04,13,47.59
2015-07-04,14,48.16
2015-07-04,15,51.0
2015-07-04,16,54.23
2015-07-04,17,55.58
2015-07-04,18,55.45
2015-07-04,19,57.78
2015-07-04,20,54.42
2015-07-04,21,51.77
2015-07-04,22,51.23
2015-07-04,23,45.49
2015-07-05,0,43.78
2015-07-05,1,42.34
2015-07-05,2,42.5
2015-07-05,3,44.59
2015-07-05,4,43.47
2015-07-05,5,43.47
2015-07-05,6,44.28
2015-07-05,7,45.23
2015-07-05,8,51.0
2015-07-05,9,47.4
2015-07-05,10,48.18
2015-07-05,11,45.49
2015-07-05,12,46.04
2015-07-05,13,48.2
2015-07-05,14,51.0
2015-07-05,15,51.24
2015-07-05,16,52.23
2015-07-05,17,57.99
2015-07-05,18,60.99
2015-07-05,19,65.99
2015-07-05,20,54.92
2015-07-05,21,51.87
2015-07-05,22,50.0
2015-07-05,23,45.49
2015-07-06,0,43.0
2015-07-06,1,42.0
2015-07-06,2,41.61
2015-07-06,3,42.53
2015-07-06,4,52.0
2015-07-06,5,54.8
2015-07-06,6,74.99
2015-07-06,7,80.0
2015-07-06,8,68.0
2015-07-06,9,80.0
2015-07-06,10,62.0
2015-07-06,11,64.99
2015-07-06,12,74.99
2015-07-06,13,85.96
2015-07-06,14,85.3
2015-07-06,15,84.21
2015-07-06,16,80.0
2015-07-06,17,80.0
2015-07-06,18,69.99
2015-07-06,19,74.99
2015-07-06,20,61.95
2015-07-06,21,57.99
2015-07-06,22,60.56
2015-07-06,23,54.1
2015-07-07,0,52.59
2015-07-07,1,51.67
2015-07-07,2,51.5
2015-07-07,3,51.5
2015-07-07,4,54.01
2015-07-07,5,68.02
2015-07-07,6,85.0
2015-07-07,7,90.83
2015-07-07,8,90.68
2015-07-07,9,93.34
2015-07-07,10,75.15
2015-07-07,11,80.0
2015-07-07,12,81.01
2015-07-07,13,90.03
2015-07-07,14,93.6
2015-07-07,15,91.27
2015-07-07,16,90.93
2015-07-07,17,80.0
2015-07-07,18,72.0
2015-07-07,19,78.87
2015-07-07,20,65.99
2015-07-07,21,58.59
2015-07-07,22,69.0
2015-07-07,23,61.95
2015-07-08,0,58.88
2015-07-08,1,56.5
2015-07-08,2,56.5
2015-07-08,3,55.88
2015-07-08,4,56.5
2015-07-08,5,69.04
2015-07-08,6,80.0
2015-07-08,7,88.35
2015-07-08,8,90.0
2015-07-08,9,92.0
2015-07-08,10,77.0
2015-07-08,11,81.2
2015-07-08,12,88.02
2015-07-08,13,91.38
2015-07-08,14,94.66
2015-07-08,15,89.87
2015-07-08,16,85.69
2015-07-08,17,77.8
2015-07-08,18,77.0
2015-07-08,19,80.0
2015-07-08,20,71.88
2015-07-08,21,60.7
2015-07-08,22,80.0
2015-07-08,23,73.88
2015-07-09,0,65.95
2015-07-09,1,63.28
2015-07-09,2,63.28
2015-07-09,3,60.88
2015-07-09,4,69.0
2015-07-09,5,71.46
2015-07-09,6,82.8
2015-07-09,7,91.45
2015-07-09,8,85.15
2015-07-09,9,91.94
2015-07-09,10,77.38
2015-07-09,11,80.0
2015-07-09,12,83.0
2015-07-09,13,86.0
2015-07-09,14,90.0
2015-07-09,15,90.0
2015-07-09,16,85.15
2015-07-09,17,85.75
2015-07-09,18,85.28
2015-07-09,19,85.28
2015-07-09,20,80.0
2015-07-09,21,70.0
2015-07-09,22,70.0
2015-07-09,23,62.15
2015-07-10,0,56.51
2015-07-10,1,54.82
2015-07-10,2,54.81
2015-07-10,3,54.74
2015-07-10,4,55.51
2015-07-10,5,62.73
2015-07-10,6,75.0
2015-07-10,7,77.75
2015-07-10,8,74.89
2015-07-10,9,74.99
2015-07-10,10,65.0
2015-07-10,11,70.0
2015-07-10,12,71.5
2015-07-10,13,74.99
2015-07-10,14,74.0
2015-07-10,15,74.99
2015-07-10,16,76.27
2015-07-10,17,75.0
2015-07-10,18,75.5
2015-07-10,19,75.53
2015-07-10,20,75.0
2015-07-10,21,63.0
2015-07-10,22,56.15
2015-07-10,23,53.54
2015-07-11,0,49.21
2015-07-11,1,47.68
2015-07-11,2,47.49
2015-07-11,3,46.08
2015-07-11,4,44.51
2015-07-11,5,44.26
2015-07-11,6,44.51
2015-07-11,7,48.53
2015-07-11,8,51.48
2015-07-11,9,46.33
2015-07-11,10,44.51
2015-07-11,11,40.11
2015-07-11,12,39.58
2015-07-11,13,41.28
2015-07-11,14,45.0
2015-07-11,15,46.11
2015-07-11,16,49.77
2015-07-11,17,58.0
2015-07-11,18,60.0
2015-07-11,19,61.95
2015-07-11,20,56.99
2015-07-11,21,51.56
2015-07-11,22,55.16
2015-07-11,23,52.0
2015-07-12,0,47.6
2015-07-12,1,46.26
2015-07-12,2,46.77
2015-07-12,3,49.36
2015-07-12,4,46.77
2015-07-12,5,44.51
2015-07-12,6,43.07
2015-07-12,7,44.04
2015-07-12,8,44.64
2015-07-12,9,44.51
2015-07-12,10,44.04
2015-07-12,11,41.58
2015-07-12,12,41.58
2015-07-12,13,44.79
2015-07-12,14,45.65
2015-07-12,15,47.01
2015-07-12,16,47.6
2015-07-12,17,55.0
2015-07-12,18,60.0
2015-07-12,19,67.0
2015-07-12,20,60.56
2015-07-12,21,53.88
2015-07-12,22,52.23
2015-07-12,23,49.54
2015-07-13,0,45.0
2015-07-13,1,43.0
2015-07-13,2,43.51
2015-07-13,3,46.88
2015-07-13,4,52.23
2015-07-13,5,55.0
2015-07-13,6,65.99
2015-07-13,7,66.01
2015-07-13,8,69.65
2015-07-13,9,69.58
2015-07-13,10,60.45
2015-07-13,11,62.38
2015-07-13,12,67.93
2015-07-13,13,73.09
2015-07-13,14,70.3
2015-07-13,15,71.24
2015-07-13,16,61.01
2015-07-13,17,69.37
2015-07-13,18,72.75
2015-07-13,19,74.97
2015-07-13,20,65.56
2015-07-13,21,55.68
2015-07-13,22,73.44
2015-07-13,23,61.4
2015-07-14,0,57.85
2015-07-14,1,55.53
2015-07-14,2,55.23
2015-07-14,3,58.0
2015-07-14,4,60.51
2015-07-14,5,62.0
2015-07-14,6,79.64
2015-07-14,7,80.0
2015-07-14,8,77.14
2015-07-14,9,77.24
2015-07-14,10,66.95
2015-07-14,11,72.1
2015-07-14,12,78.77
2015-07-14,13,81.74
2015-07-14,14,77.99
2015-07-14,15,78.54
2015-07-14,16,74.99
2015-07-14,17,74.37
2015-07-14,18,75.0
2015-07-14,19,79.97
2015-07-14,20,75.0
2015-07-14,21,61.74
2015-07-14,22,84.0
2015-07-14,23,69.37
2015-07-15,0,60.56
2015-07-15,1,60.0
2015-07-15,2,60.0
2015-07-15,3,60.56
2015-07-15,4,67.72
2015-07-15,5,78.44
2015-07-15,6,100.2
2015-07-15,7,102.38
2015-07-15,8,94.74
2015-07-15,9,91.49
2015-07-15,10,82.98
2015-07-15,11,85.0
2015-07-15,12,94.16
2015-07-15,13,94.11
2015-07-15,14,91.69
2015-07-15,15,94.11
2015-07-15,16,86.62
2015-07-15,17,85.0
2015-07-15,18,83.28
2015-07-15,19,86.59
2015-07-15,20,85.0
2015-07-15,21,74.97
2015-07-15,22,87.43
2015-07-15,23,80.0
2015-07-16,0,69.37
2015-07-16,1,66.88
2015-07-16,2,66.45
2015-07-16,3,66.0
2015-07-16,4,69.37
2015-07-16,5,76.0
2015-07-16,6,82.5
2015-07-16,7,83.97
2015-07-16,8,80.99
2015-07-16,9,82.04
2015-07-16,10,73.46
2015-07-16,11,82.73
2015-07-16,12,85.36
2015-07-16,13,88.04
2015-07-16,14,88.8
2015-07-16,15,85.0
2015-07-16,16,85.0
2015-07-16,17,85.2
2015-07-16,18,85.0
2015-07-16,19,90.05
2015-07-16,20,85.0
2015-07-16,21,76.86
2015-07-16,22,84.68
2015-07-16,23,76.0
2015-07-17,0,69.77
2015-07-17,1,62.14
2015-07-17,2,63.58
2015-07-17,3,63.5
2015-07-17,4,68.95
2015-07-17,5,74.82
2015-07-17,6,83.22
2015-07-17,7,85.5
2015-07-17,8,84.68
2015-07-17,9,86.99
2015-07-17,10,76.56
2015-07-17,11,84.36
2015-07-17,12,87.23
2015-07-17,13,88.92
2015-07-17,14,91.06
2015-07-17,15,86.07
2015-07-17,16,82.45
2015-07-17,17,85.5
2015-07-17,18,85.0
2015-07-17,19,85.0
2015-07-17,20,84.99
2015-07-17,21,77.86
2015-07-17,22,70.0
2015-07-17,23,69.75
2015-07-18,0,66.99
2015-07-18,1,63.0
2015-07-18,2,61.96
2015-07-18,3,60.56
2015-07-18,4,56.68
2015-07-18,5,58.81
2015-07-18,6,62.7
2015-07-18,7,62.05
2015-07-18,8,60.56
2015-07-18,9,59.99
2015-07-18,10,56.25
2015-07-18,11,55.54
2015-07-18,12,54.59
2015-07-18,13,53.73
2015-07-18,14,55.69
2015-07-18,15,60.56
2015-07-18,16,66.0
2015-07-18,17,75.0
2015-07-18,18,74.45
2015-07-18,19,74.97
2015-07-18,20,74.97
2015-07-18,21,65.99
2015-07-18,22,63.14
2015-07-18,23,59.88
2015-07-19,0,56.32
2015-07-19,1,55.68
2015-07-19,2,56.02
2015-07-19,3,60.0
2015-07-19,4,55.69
2015-07-19,5,52.29
2015-07-19,6,50.96
2015-07-19,7,51.0
2015-07-19,8,52.09
2015-07-19,9,50.17
2015-07-19,10,48.84
2015-07-19,11,47.44
2015-07-19,12,48.81
2015-07-19,13,47.39
2015-07-19,14,52.08
2015-07-19,15,53.69
2015-07-19,16,57.57
2015-07-19,17,64.31
2015-07-19,18,68.98
2015-07-19,19,74.99
2015-07-19,20,73.47
2015-07-19,21,63.0
2015-07-19,22,60.5
2015-07-19,23,58.1
2015-07-20,0,57.1
2015-07-20,1,55.0
2015-07-20,2,55.0
2015-07-20,3,57.11
2015-07-20,4,59.99
2015-07-20,5,66.63
2015-07-20,6,80.63
2015-07-20,7,85.84
2015-07-20,8,83.22
2015-07-20,9,82.49
2015-07-20,10,73.92
2015-07-20,11,79.0
2015-07-20,12,85.0
2015-07-20,13,89.26
2015-07-20,14,91.06
2015-07-20,15,86.53
2015-07-20,16,82.61
2015-07-20,17,80.0
2015-07-20,18,79.99
2015-07-20,19,81.32
2015-07-20,20,78.11
2015-07-20,21,70.0
2015-07-20,22,83.79
2015-07-20,23,71.45
2015-07-21,0,69.09
2015-07-21,1,63.0
2015-07-21,2,60.56
2015-07-21,3,63.5
2015-07-21,4,67.28
2015-07-21,5,74.52
2015-07-21,6,89.62
2015-07-21,7,94.27
2015-07-21,8,100.0
2015-07-21,9,101.01
2015-07-21,10,86.68
2015-07-21,11,88.0
2015-07-21,12,98.54
2015-07-21,13,107.74
2015-07-21,14,100.0
2015-07-21,15,101.22
2015-07-21,16,96.55
2015-07-21,17,94.93
2015-07-21,18,91.01
2015-07-21,19,88.8
2015-07-21,20,85.0
2015-07-21,21,75.76
2015-07-21,22,97.05
2015-07-21,23,90.0
2015-07-22,0,90.36
2015-07-22,1,80.0
2015-07-22,2,80.0
2015-07-22,3,81.99
2015-07-22,4,91.62
2015-07-22,5,115.0
2015-07-22,6,121.37
2015-07-22,7,121.36
2015-07-22,8,125.76
2015-07-22,9,120.0
2015-07-22,10,118.68
2015-07-22,11,104.06
2015-07-22,12,139.53
2015-07-22,13,139.53
2015-07-22,14,134.8
2015-07-22,15,122.19
2015-07-22,16,120.84
2015-07-22,17,122.88
2015-07-22,18,120.87
2015-07-22,19,121.19
2015-07-22,20,101.06
2015-07-22,21,100.01
2015-07-22,22,112.36
2015-07-22,23,111.61
2015-07-23,0,110.0
2015-07-23,1,96.19
2015-07-23,2,95.91
2015-07-23,3,96.19
2015-07-23,4,111.14
2015-07-23,5,142.05
2015-07-23,6,146.24
2015-07-23,7,146.33
2015-07-23,8,137.33
2015-07-23,9,134.82
2015-07-23,10,127.33
2015-07-23,11,141.61
