Dates,Hour,DK_1_price_day_ahead,IT_NORD_price_day_ahead,SE_1_price_day_ahead
2019-01-30,8,66.76,90.02,67.49
2019-01-30,9,59.06,89.97,66.09
2019-01-30,10,53.03,83.32,63.73
2019-01-30,11,54.19,69.9,60.21
2019-01-30,12,53.94,69.87,57.84
2019-01-30,13,53.83,79.39,56.97
2019-01-30,14,52.85,83.32,57.68
2019-01-30,15,52.65,83.32,61.57
2019-01-30,16,60.49,83.32,68.2
2019-01-30,17,57.02,77.93,62.53
2019-01-30,18,57.86,72.46,57.86
2019-01-30,19,50.02,66.29,54.41
2019-01-30,20,53.36,66.24,53.83
2019-01-30,21,51.99,61.39,51.99
2019-01-30,22,46.86,58.58,50.86
2019-01-30,23,47.17,55.33,51.0
2019-01-31,0,45.47,49.62,50.55
2019-01-31,1,45.43,49.47,50.47
2019-01-31,2,46.82,49.0,50.52
2019-01-31,3,45.08,49.0,50.92
2019-01-31,4,48.7,50.59,53.75
2019-01-31,5,57.36,62.99,57.36
2019-01-31,6,59.96,71.7,68.0
2019-01-31,7,56.39,78.49,63.18
2019-01-31,8,56.32,77.0,66.67
2019-01-31,9,56.28,71.64,64.16
2019-01-31,10,56.09,71.21,61.51
2019-01-31,11,56.08,66.81,59.46
2019-01-31,12,56.23,66.22,57.24
2019-01-31,13,56.09,67.04,56.9
2019-01-31,14,55.92,69.47,56.92
2019-01-31,15,56.46,71.21,59.09
2019-01-31,16,57.31,83.5,60.27
2019-01-31,17,56.94,84.88,57.7
2019-01-31,18,56.38,77.96,56.38
2019-01-31,19,55.68,67.04,55.68
2019-01-31,20,54.01,66.11,54.28
2019-01-31,21,52.62,62.48,52.62
2019-01-31,22,51.46,59.0,51.46
2019-01-31,23,51.31,55.26,51.31
2019-02-01,0,50.47,54.2,50.47
2019-02-01,1,50.03,52.7,50.03
2019-02-01,2,50.1,50.4,50.1
2019-02-01,3,50.72,49.62,50.72
2019-02-01,4,52.56,55.29,52.56
2019-02-01,5,53.98,63.63,53.98
2019-02-01,6,55.29,67.0,55.29
2019-02-01,7,56.66,83.5,56.66
2019-02-01,8,55.93,87.53,55.93
2019-02-01,9,55.51,78.3,55.89
2019-02-01,10,56.53,80.39,56.53
2019-02-01,11,56.05,70.99,56.05
2019-02-01,12,55.64,68.04,55.64
2019-02-01,13,55.66,74.09,55.66
2019-02-01,14,55.59,72.3,55.59
2019-02-01,15,56.02,67.79,56.02
2019-02-01,16,56.89,72.0,56.89
2019-02-01,17,56.28,75.15,56.28
2019-02-01,18,55.08,69.83,55.08
2019-02-01,19,54.18,64.43,54.18
2019-02-01,20,53.99,62.34,53.99
2019-02-01,21,52.71,59.46,52.71
2019-02-01,22,50.92,54.11,50.92
2019-02-01,23,50.04,50.56,50.04
2019-02-02,0,48.67,47.5,48.67
2019-02-02,1,48.1,45.7,48.1
2019-02-02,2,48.05,43.14,48.05
2019-02-02,3,48.5,42.71,48.5
2019-02-02,4,49.07,42.9,49.07
2019-02-02,5,49.21,50.87,49.21
2019-02-02,6,47.68,59.99,49.68
2019-02-02,7,51.47,62.37,51.47
2019-02-02,8,55.28,65.0,53.28
2019-02-02,9,54.1,62.33,54.1
2019-02-02,10,53.87,61.03,53.87
2019-02-02,11,56.08,56.1,53.46
2019-02-02,12,50.33,52.8,52.14
2019-02-02,13,50.15,51.95,50.97
2019-02-02,14,50.01,52.74,51.05
2019-02-02,15,49.39,54.0,52.19
2019-02-02,16,56.86,62.14,54.06
2019-02-02,17,56.03,65.28,54.98
2019-02-02,18,54.59,62.65,53.28
2019-02-02,19,50.43,61.1,51.66
2019-02-02,20,49.83,55.61,49.9
2019-02-02,21,49.46,53.2,49.46
2019-02-02,22,48.04,49.5,48.04
2019-02-02,23,48.5,49.54,48.5
2019-02-03,0,47.55,47.0,47.55
2019-02-03,1,47.1,43.84,47.1
2019-02-03,2,46.74,41.39,46.74
2019-02-03,3,47.12,40.98,47.12
2019-02-03,4,47.39,40.0,47.39
2019-02-03,5,47.93,49.19,47.93
2019-02-03,6,48.34,50.25,48.34
2019-02-03,7,48.89,51.8,48.89
2019-02-03,8,49.86,55.48,49.86
2019-02-03,9,50.54,55.75,50.54
2019-02-03,10,51.11,52.68,51.11
2019-02-03,11,50.73,51.4,50.73
2019-02-03,12,50.43,49.17,50.43
2019-02-03,13,50.28,49.44,50.28
2019-02-03,14,50.58,50.31,50.58
2019-02-03,15,46.08,57.83,51.61
2019-02-03,16,51.94,63.1,53.43
2019-02-03,17,59.54,68.61,55.32
2019-02-03,18,57.94,72.65,55.14
2019-02-03,19,54.69,66.14,53.38
2019-02-03,20,51.94,63.1,51.94
2019-02-03,21,51.04,59.19,51.04
2019-02-03,22,48.15,52.42,49.46
2019-02-03,23,50.18,52.02,50.18
2019-02-04,0,50.05,51.09,50.05
2019-02-04,1,49.82,50.4,49.82
2019-02-04,2,50.0,51.09,50.0
2019-02-04,3,50.56,51.81,50.56
2019-02-04,4,52.13,55.16,52.13
2019-02-04,5,49.05,66.23,53.65
2019-02-04,6,60.67,73.15,57.38
2019-02-04,7,58.93,79.63,60.54
2019-02-04,8,55.47,77.32,61.09
2019-02-04,9,49.66,72.33,60.0
2019-02-04,10,52.74,67.0,54.96
2019-02-04,11,52.65,61.78,54.23
2019-02-04,12,47.99,61.04,53.8
2019-02-04,13,42.28,64.81,54.09
2019-02-04,14,43.37,64.95,54.01
2019-02-04,15,43.82,68.15,54.52
2019-02-04,16,49.06,73.15,55.5
2019-02-04,17,46.78,77.27,54.2
2019-02-04,18,42.08,70.66,52.96
2019-02-04,19,39.42,66.23,52.18
2019-02-04,20,38.75,62.38,51.66
2019-02-04,21,38.52,64.39,50.59
2019-02-04,22,32.51,60.15,49.09
2019-02-04,23,34.49,58.3,47.74
2019-02-05,0,36.71,54.44,47.47
2019-02-05,1,38.42,54.38,47.36
2019-02-05,2,39.39,54.4,47.5
2019-02-05,3,39.82,53.11,47.78
2019-02-05,4,41.72,54.44,49.77
2019-02-05,5,50.31,61.04,51.38
2019-02-05,6,56.32,64.09,55.25
2019-02-05,7,55.07,74.01,55.07
2019-02-05,8,54.83,68.0,54.83
2019-02-05,9,54.55,65.79,54.55
2019-02-05,10,54.09,62.85,54.09
2019-02-05,11,53.49,59.35,53.49
2019-02-05,12,53.4,58.2,53.4
2019-02-05,13,53.61,58.9,53.61
2019-02-05,14,53.63,60.99,53.63
2019-02-05,15,54.53,62.36,54.53
2019-02-05,16,57.12,67.0,57.12
2019-02-05,17,56.65,68.47,56.65
2019-02-05,18,55.19,66.83,55.19
2019-02-05,19,53.69,61.77,53.69
2019-02-05,20,53.38,59.99,52.6
2019-02-05,21,50.12,57.99,50.9
2019-02-05,22,49.58,53.83,49.58
2019-02-05,23,49.33,47.61,49.33
2019-02-06,0,49.03,44.63,49.03
2019-02-06,1,48.92,41.34,48.92
2019-02-06,2,49.03,41.19,49.03
2019-02-06,3,49.65,41.38,49.65
2019-02-06,4,49.88,46.14,51.17
2019-02-06,5,51.1,56.49,52.34
2019-02-06,6,57.59,67.0,55.32
2019-02-06,7,59.01,75.0,55.84
2019-02-06,8,53.34,65.88,54.84
2019-02-06,9,53.54,62.14,53.73
2019-02-06,10,53.32,59.88,53.32
2019-02-06,11,53.19,55.7,53.19
2019-02-06,12,52.81,55.4,52.81
2019-02-06,13,52.93,58.31,52.93
2019-02-06,14,53.8,59.15,53.72
2019-02-06,15,55.37,62.15,53.21
2019-02-06,16,60.27,67.0,52.72
2019-02-06,17,60.9,70.89,52.4
2019-02-06,18,57.06,67.0,51.78
2019-02-06,19,54.03,62.38,52.77
2019-02-06,20,50.49,61.88,51.63
2019-02-06,21,50.2,57.0,50.2
2019-02-06,22,48.17,52.34,48.17
2019-02-06,23,47.39,57.06,47.39
2019-02-07,0,46.32,56.05,46.32
2019-02-07,1,45.84,54.34,45.84
2019-02-07,2,45.96,54.14,45.96
2019-02-07,3,47.21,54.66,47.21
2019-02-07,4,48.97,56.96,48.97
2019-02-07,5,49.49,66.9,50.34
2019-02-07,6,53.29,67.0,52.45
2019-02-07,7,53.04,75.29,53.04
2019-02-07,8,51.98,68.8,51.98
2019-02-07,9,51.47,64.89,51.47
2019-02-07,10,46.38,60.69,51.35
2019-02-07,11,43.24,56.69,51.09
2019-02-07,12,42.32,56.66,50.8
2019-02-07,13,40.75,60.1,50.7
2019-02-07,14,41.63,62.47,50.69
2019-02-07,15,41.77,70.39,50.76
2019-02-07,16,51.37,77.84,51.37
2019-02-07,17,51.4,80.86,51.4
2019-02-07,18,45.75,77.32,50.41
2019-02-07,19,46.07,67.0,49.72
2019-02-07,20,41.47,62.61,48.82
2019-02-07,21,38.71,60.22,48.38
2019-02-07,22,33.68,57.0,46.91
2019-02-07,23,25.91,57.46,46.14
2019-02-08,0,30.58,56.37,44.86
2019-02-08,1,32.57,53.71,43.06
2019-02-08,2,31.16,53.1,43.05
2019-02-08,3,35.71,52.99,45.36
2019-02-08,4,38.99,56.37,48.02
2019-02-08,5,45.85,63.38,49.96
2019-02-08,6,52.23,69.98,52.23
2019-02-08,7,52.8,73.01,52.8
2019-02-08,8,52.74,65.98,52.74
2019-02-08,9,51.35,61.04,51.35
2019-02-08,10,50.66,58.0,50.66
2019-02-08,11,44.59,55.98,50.27
2019-02-08,12,39.51,54.98,49.83
2019-02-08,13,38.77,57.46,49.91
2019-02-08,14,42.31,59.11,49.42
2019-02-08,15,43.98,63.04,49.71
2019-02-08,16,49.61,70.16,50.42
2019-02-08,17,50.66,77.27,50.66
2019-02-08,18,46.04,75.0,49.17
2019-02-08,19,35.88,63.0,48.97
2019-02-08,20,33.96,60.0,47.93
2019-02-08,21,27.56,57.0,47.3
2019-02-08,22,24.47,54.0,44.24
2019-02-08,23,0.02,62.46,46.57
2019-02-09,0,0.08,60.85,45.91
2019-02-09,1,-4.09,57.52,45.02
2019-02-09,2,-4.0,55.44,44.69
2019-02-09,3,0.06,55.37,45.59
2019-02-09,4,0.09,56.3,46.43
2019-02-09,5,0.05,63.92,45.98
2019-02-09,6,6.37,77.32,46.54
2019-02-09,7,12.08,77.84,46.63
2019-02-09,8,11.18,73.0,48.17
2019-02-09,9,10.64,61.9,48.7
2019-02-09,10,4.12,57.46,48.64
2019-02-09,11,0.05,53.95,48.36
2019-02-09,12,-0.1,51.72,47.82
2019-02-09,13,-2.05,51.72,47.22
2019-02-09,14,0.09,53.53,47.01
2019-02-09,15,9.64,58.59,48.12
2019-02-09,16,26.97,72.0,49.4
2019-02-09,17,36.17,77.84,49.35
2019-02-09,18,25.97,77.84,47.51
2019-02-09,19,16.96,73.5,45.91
2019-02-09,20,0.09,61.9,46.67
2019-02-09,21,12.91,56.43,46.65
2019-02-09,22,0.09,52.15,46.19
2019-02-09,23,11.43,53.53,44.12
2019-02-10,0,16.16,52.98,42.25
2019-02-10,1,16.02,49.43,40.85
2019-02-10,2,12.45,46.4,40.3
2019-02-10,3,10.19,45.29,41.27
2019-02-10,4,14.51,45.82,43.42
2019-02-10,5,7.01,49.98,43.0
2019-02-10,6,10.98,53.5,44.06
2019-02-10,7,20.62,53.5,44.72
2019-02-10,8,32.95,52.5,44.97
2019-02-10,9,41.75,49.99,45.67
2019-02-10,10,46.07,47.39,46.07
2019-02-10,11,46.47,48.57,46.47
2019-02-10,12,46.82,43.21,46.82
2019-02-10,13,46.9,43.2,46.9
2019-02-10,14,47.04,40.95,47.04
2019-02-10,15,48.21,47.0,48.21
2019-02-10,16,49.41,54.57,49.41
2019-02-10,17,49.73,65.5,49.73
2019-02-10,18,49.48,67.0,49.48
2019-02-10,19,48.14,64.77,48.14
2019-02-10,20,47.25,63.89,47.25
2019-02-10,21,41.65,56.43,46.62
2019-02-10,22,30.58,47.78,45.57
2019-02-10,23,31.57,30.0,45.93
2019-02-11,0,5.68,24.31,44.94
2019-02-11,1,-0.02,21.06,44.44
2019-02-11,2,-2.01,18.72,44.21
2019-02-11,3,0.01,20.0,44.78
2019-02-11,4,5.65,30.0,46.51
2019-02-11,5,39.91,52.29,47.47
2019-02-11,6,49.04,60.58,49.04
2019-02-11,7,49.41,68.15,49.41
2019-02-11,8,44.99,66.85,48.44
2019-02-11,9,39.94,61.2,48.25
2019-02-11,10,38.73,59.4,47.98
2019-02-11,11,36.59,54.33,47.91
2019-02-11,12,38.54,55.06,47.71
2019-02-11,13,38.66,57.49,47.54
2019-02-11,14,38.86,62.19,47.5
2019-02-11,15,38.61,67.0,47.67
2019-02-11,16,48.11,72.28,48.19
2019-02-11,17,48.51,73.97,48.51
2019-02-11,18,48.73,67.0,48.73
2019-02-11,19,47.96,61.94,47.96
2019-02-11,20,41.27,59.4,47.06
2019-02-11,21,45.19,51.64,45.21
2019-02-11,22,37.34,49.47,41.92
2019-02-11,23,37.29,49.6,40.69
2019-02-12,0,32.8,48.5,39.89
2019-02-12,1,29.71,47.79,39.43
2019-02-12,2,31.0,42.1,39.86
2019-02-12,3,36.08,42.8,43.31
2019-02-12,4,40.02,49.61,46.31
2019-02-12,5,46.44,63.0,47.9
2019-02-12,6,55.19,68.08,47.91
2019-02-12,7,54.91,79.27,48.53
2019-02-12,8,57.33,69.0,48.77
2019-02-12,9,55.66,65.0,48.48
2019-02-12,10,50.93,59.35,48.43
2019-02-12,11,50.02,54.35,48.59
2019-02-12,12,49.59,54.0,48.61
2019-02-12,13,49.98,56.31,48.48
2019-02-12,14,49.98,62.06,48.27
2019-02-12,15,50.31,62.19,48.45
2019-02-12,16,54.08,71.95,48.59
2019-02-12,17,57.61,77.18,48.87
2019-02-12,18,49.98,75.0,48.66
2019-02-12,19,45.96,65.0,47.93
2019-02-12,20,41.6,60.01,47.37
2019-02-12,21,43.96,55.52,46.86
2019-02-12,22,41.51,49.4,46.1
2019-02-12,23,34.14,47.0,43.78
2019-02-13,0,37.21,44.61,40.69
2019-02-13,1,36.29,41.27,40.06
2019-02-13,2,33.31,41.16,39.71
2019-02-13,3,37.58,40.0,41.28
2019-02-13,4,35.34,46.11,43.29
2019-02-13,5,45.84,55.61,45.84
2019-02-13,6,50.19,61.2,47.21
2019-02-13,7,48.42,67.0,47.24
2019-02-13,8,47.33,62.91,47.25
2019-02-13,9,46.96,58.23,46.96
2019-02-13,10,46.66,54.42,46.66
2019-02-13,11,46.14,51.02,46.14
2019-02-13,12,46.15,49.42,46.15
2019-02-13,13,46.3,51.49,46.3
2019-02-13,14,46.82,55.0,46.74
2019-02-13,15,47.88,58.68,46.72
2019-02-13,16,48.58,67.0,46.9
2019-02-13,17,48.89,80.0,46.99
2019-02-13,18,48.56,76.0,46.97
2019-02-13,19,47.55,62.54,47.55
2019-02-13,20,46.42,58.23,46.42
2019-02-13,21,46.43,53.65,45.97
2019-02-13,22,43.16,49.04,43.62
2019-02-13,23,40.74,47.67,41.75
2019-02-14,0,39.15,47.16,40.12
2019-02-14,1,38.64,44.62,39.85
2019-02-14,2,39.0,42.0,40.6
2019-02-14,3,38.47,42.6,43.0
2019-02-14,4,43.04,47.11,44.49
2019-02-14,5,51.3,62.54,44.94
2019-02-14,6,58.25,63.05,45.12
2019-02-14,7,60.96,67.9,44.99
2019-02-14,8,53.52,67.0,44.85
2019-02-14,9,50.34,59.21,44.7
2019-02-14,10,46.12,55.42,44.57
2019-02-14,11,44.0,50.78,44.7
2019-02-14,12,44.65,49.96,44.64
2019-02-14,13,44.62,52.0,44.53
2019-02-14,14,46.55,59.21,44.55
2019-02-14,15,46.53,66.71,44.49
2019-02-14,16,53.02,69.12,44.55
2019-02-14,17,60.2,81.63,44.54
2019-02-14,18,60.86,76.02,44.48
2019-02-14,19,44.98,65.74,44.75
2019-02-14,20,44.3,60.0,44.3
2019-02-14,21,43.84,55.81,43.84
2019-02-14,22,42.76,52.0,42.76
2019-02-14,23,43.75,48.47,42.7
2019-02-15,0,42.19,47.49,41.18
2019-02-15,1,41.72,45.59,40.35
2019-02-15,2,40.19,44.4,39.59
2019-02-15,3,41.1,46.08,41.1
2019-02-15,4,43.67,49.55,43.67
2019-02-15,5,46.28,61.54,44.34
2019-02-15,6,58.53,65.0,44.59
2019-02-15,7,58.55,70.01,44.81
2019-02-15,8,55.41,67.0,44.93
2019-02-15,9,49.12,58.88,44.98
2019-02-15,10,44.11,53.64,44.63
2019-02-15,11,42.87,49.45,43.73
2019-02-15,12,42.43,48.72,43.36
2019-02-15,13,42.52,50.06,43.56
2019-02-15,14,44.41,53.73,44.41
2019-02-15,15,46.04,58.38,45.0
2019-02-15,16,45.36,62.74,45.36
2019-02-15,17,45.38,70.0,45.38
2019-02-15,18,45.01,67.0,45.01
2019-02-15,19,44.35,61.99,44.35
2019-02-15,20,43.37,57.99,43.37
2019-02-15,21,43.83,53.73,43.37
2019-02-15,22,39.45,49.99,39.92
2019-02-15,23,35.42,50.66,39.67
2019-02-16,0,35.19,48.37,37.16
2019-02-16,1,36.0,46.4,36.0
2019-02-16,2,36.29,46.43,36.29
2019-02-16,3,36.52,46.43,36.52
2019-02-16,4,35.5,47.25,35.5
2019-02-16,5,38.39,55.03,38.39
2019-02-16,6,40.39,60.0,40.39
2019-02-16,7,40.94,60.49,40.94
2019-02-16,8,36.08,58.62,40.92
2019-02-16,9,31.09,51.76,41.67
2019-02-16,10,35.19,46.6,41.33
2019-02-16,11,35.62,41.99,39.07
2019-02-16,12,36.0,40.8,38.8
2019-02-16,13,37.21,41.46,38.47
2019-02-16,14,39.61,45.0,39.61
2019-02-16,15,42.11,51.68,42.23
2019-02-16,16,43.87,61.24,43.75
2019-02-16,17,43.81,68.0,43.81
2019-02-16,18,43.39,67.74,43.39
2019-02-16,19,42.49,64.01,42.49
2019-02-16,20,40.67,58.99,40.67
2019-02-16,21,38.99,52.69,38.99
2019-02-16,22,40.07,48.8,40.07
2019-02-16,23,35.57,57.98,36.76
2019-02-17,0,35.46,54.58,35.46
2019-02-17,1,37.24,50.03,37.24
2019-02-17,2,36.27,46.16,36.27
2019-02-17,3,36.13,46.15,36.13
2019-02-17,4,36.74,46.15,36.74
2019-02-17,5,37.42,50.03,37.42
2019-02-17,6,40.62,54.58,40.62
2019-02-17,7,41.58,48.16,41.58
2019-02-17,8,42.47,48.15,42.47
2019-02-17,9,43.05,47.44,43.05
2019-02-17,10,43.3,44.5,43.3
2019-02-17,11,43.21,40.7,43.21
2019-02-17,12,43.27,35.09,43.27
2019-02-17,13,43.13,38.69,43.13
2019-02-17,14,43.01,40.93,43.01
2019-02-17,15,41.81,50.91,43.74
2019-02-17,16,44.03,59.33,45.4
2019-02-17,17,49.6,70.0,46.3
2019-02-17,18,50.07,70.0,46.13
2019-02-17,19,46.15,70.0,45.04
2019-02-17,20,38.27,67.0,43.32
2019-02-17,21,42.83,59.33,42.91
2019-02-17,22,38.75,52.17,42.27
2019-02-17,23,39.41,47.22,40.38
2019-02-18,0,38.78,44.99,38.78
2019-02-18,1,38.78,44.81,38.78
2019-02-18,2,38.2,42.79,38.2
2019-02-18,3,38.8,44.99,40.46
2019-02-18,4,40.0,48.38,43.66
2019-02-18,5,49.05,64.0,45.52
2019-02-18,6,51.02,67.0,46.08
2019-02-18,7,51.73,77.63,46.53
2019-02-18,8,49.0,73.26,46.54
2019-02-18,9,47.76,64.11,46.41
2019-02-18,10,44.81,61.65,45.09
2019-02-18,11,43.09,54.04,44.15
2019-02-18,12,42.91,55.64,43.97
2019-02-18,13,44.73,61.0,44.78
2019-02-18,14,46.65,63.0,45.55
2019-02-18,15,46.03,67.2,46.03
2019-02-18,16,52.94,78.31,46.27
2019-02-18,17,46.23,80.82,46.1
2019-02-18,18,45.35,78.31,45.35
2019-02-18,19,44.8,70.0,44.8
2019-02-18,20,43.98,64.11,43.98
2019-02-18,21,42.23,61.65,42.23
2019-02-18,22,35.87,59.24,39.21
2019-02-18,23,36.09,53.44,36.09
2019-02-19,0,35.43,53.16,35.43
2019-02-19,1,35.42,50.91,35.42
2019-02-19,2,36.0,49.95,36.0
2019-02-19,3,36.08,49.67,36.97
2019-02-19,4,38.1,52.86,41.69
2019-02-19,5,44.95,57.2,43.87
2019-02-19,6,47.52,61.15,45.68
2019-02-19,7,45.64,66.47,45.64
2019-02-19,8,44.22,62.38,44.22
2019-02-19,9,41.37,56.32,43.55
2019-02-19,10,36.45,54.0,43.17
2019-02-19,11,36.31,50.0,42.97
2019-02-19,12,36.41,49.91,42.92
2019-02-19,13,38.09,53.82,43.01
2019-02-19,14,38.87,57.0,43.03
2019-02-19,15,42.9,63.0,43.38
2019-02-19,16,44.9,72.04,44.9
2019-02-19,17,45.06,77.74,45.06
2019-02-19,18,44.12,75.75,44.12
2019-02-19,19,43.67,65.0,43.67
2019-02-19,20,41.63,61.4,41.63
2019-02-19,21,39.74,55.15,39.74
2019-02-19,22,35.69,52.26,35.69
2019-02-19,23,35.2,54.33,35.2
2019-02-20,0,34.05,49.46,34.05
2019-02-20,1,32.95,48.89,32.95
2019-02-20,2,35.06,49.0,35.06
2019-02-20,3,36.06,51.91,36.06
2019-02-20,4,38.06,54.33,41.43
2019-02-20,5,43.42,63.1,43.42
2019-02-20,6,48.63,63.0,44.6
2019-02-20,7,52.22,63.12,44.75
2019-02-20,8,53.08,61.65,44.93
2019-02-20,9,52.09,57.97,45.07
2019-02-20,10,49.73,54.46,44.3
2019-02-20,11,43.74,50.92,43.74
2019-02-20,12,45.05,50.0,43.97
2019-02-20,13,45.58,54.46,44.6
2019-02-20,14,46.01,55.66,44.91
2019-02-20,15,49.79,63.0,45.54
2019-02-20,16,51.96,67.0,46.42
2019-02-20,17,54.25,76.42,46.56
2019-02-20,18,54.34,75.0,45.63
2019-02-20,19,47.08,65.0,45.06
2019-02-20,20,44.06,60.01,44.06
2019-02-20,21,43.27,57.55,43.27
2019-02-20,22,40.13,53.85,42.14
2019-02-20,23,37.13,59.33,41.54
2019-02-21,0,36.0,55.66,40.79
2019-02-21,1,35.49,55.11,40.63
2019-02-21,2,35.36,55.11,40.93
2019-02-21,3,36.08,55.66,41.24
2019-02-21,4,37.9,61.65,42.98
2019-02-21,5,45.35,69.8,44.26
2019-02-21,6,49.78,70.0,45.72
2019-02-21,7,50.5,75.0,46.14
2019-02-21,8,46.7,66.48,45.58
2019-02-21,9,43.2,58.99,44.74
2019-02-21,10,40.2,55.2,44.14
2019-02-21,11,43.88,51.3,43.88
2019-02-21,12,43.83,51.52,43.83
2019-02-21,13,39.89,54.75,43.96
2019-02-21,14,42.89,56.17,44.2
2019-02-21,15,46.3,62.51,45.19
2019-02-21,16,50.61,66.55,45.45
2019-02-21,17,53.1,76.21,44.95
2019-02-21,18,51.94,74.39,44.75
2019-02-21,19,49.21,63.13,44.45
2019-02-21,20,46.13,62.1,44.2
2019-02-21,21,44.0,57.99,44.0
2019-02-21,22,42.69,54.37,42.69
2019-02-21,23,41.48,54.51,42.25
2019-02-22,0,41.2,50.88,41.2
2019-02-22,1,40.82,50.89,40.82
2019-02-22,2,40.56,50.39,40.56
2019-02-22,3,39.35,50.03,41.28
2019-02-22,4,42.0,54.88,43.03
2019-02-22,5,49.19,63.0,43.95
2019-02-22,6,55.03,65.0,43.68
2019-02-22,7,57.95,70.0,43.64
2019-02-22,8,55.62,65.0,43.55
2019-02-22,9,54.14,60.52,43.4
2019-02-22,10,53.06,56.75,43.19
2019-02-22,11,51.45,53.84,43.01
2019-02-22,12,48.99,51.42,43.0
2019-02-22,13,45.88,53.77,42.91
2019-02-22,14,44.75,55.0,42.89
2019-02-22,15,46.46,57.14,42.98
2019-02-22,16,50.42,61.01,42.96
2019-02-22,17,52.4,65.0,42.91
2019-02-22,18,47.04,63.0,42.72
2019-02-22,19,43.0,59.24,42.6
2019-02-22,20,42.09,56.22,42.04
2019-02-22,21,42.17,50.68,42.17
2019-02-22,22,39.6,47.73,39.6
2019-02-22,23,38.04,50.07,38.04
2019-02-23,0,36.54,49.16,36.54
2019-02-23,1,36.06,46.7,36.06
2019-02-23,2,36.01,47.5,36.01
2019-02-23,3,35.61,46.1,35.61
2019-02-23,4,36.03,48.65,36.03
2019-02-23,5,37.3,55.06,37.79
2019-02-23,6,41.11,61.65,40.62
2019-02-23,7,41.57,63.0,41.57
2019-02-23,8,41.72,61.65,41.61
2019-02-23,9,40.94,54.57,41.04
2019-02-23,10,40.34,47.96,40.34
2019-02-23,11,40.02,45.3,40.02
2019-02-23,12,39.31,37.45,39.31
2019-02-23,13,38.8,36.26,38.8
2019-02-23,14,35.49,40.38,39.33
2019-02-23,15,42.34,45.08,41.44
2019-02-23,16,46.94,54.88,43.01
2019-02-23,17,50.67,70.0,43.17
2019-02-23,18,42.48,69.0,42.48
2019-02-23,19,41.81,63.0,41.61
2019-02-23,20,40.35,58.05,40.35
2019-02-23,21,41.29,53.93,40.48
2019-02-23,22,39.0,46.95,39.0
2019-02-23,23,37.82,46.92,37.82
2019-02-24,0,36.96,45.01,36.96
2019-02-24,1,36.97,39.53,36.97
2019-02-24,2,36.21,36.21,36.21
2019-02-24,3,36.21,36.21,36.21
2019-02-24,4,37.04,37.04,37.04
2019-02-24,5,36.98,45.02,36.98
2019-02-24,6,37.98,45.98,37.98
2019-02-24,7,39.11,45.03,39.11
2019-02-24,8,39.79,46.1,39.79
2019-02-24,9,38.58,44.2,38.58
2019-02-24,10,37.97,41.16,37.97
2019-02-24,11,37.67,37.14,37.67
2019-02-24,12,36.1,35.0,36.1
2019-02-24,13,35.39,34.54,35.39
2019-02-24,14,35.86,37.53,35.86
2019-02-24,15,37.04,46.03,38.0
2019-02-24,16,42.37,55.11,41.31
2019-02-24,17,47.88,65.47,41.63
2019-02-24,18,42.73,70.0,41.31
2019-02-24,19,42.63,68.01,40.62
2019-02-24,20,42.23,63.05,40.21
2019-02-24,21,41.9,58.6,39.5
2019-02-24,22,41.25,47.1,38.97
2019-02-24,23,38.7,42.05,37.09
2019-02-25,0,37.02,37.25,36.13
2019-02-25,1,37.0,37.0,36.11
2019-02-25,2,36.37,36.37,36.02
2019-02-25,3,36.06,37.15,36.06
2019-02-25,4,40.07,45.95,40.07
2019-02-25,5,43.84,61.78,41.49
2019-02-25,6,52.0,65.0,41.86
2019-02-25,7,55.59,70.0,41.95
2019-02-25,8,50.72,67.0,42.1
2019-02-25,9,45.18,57.76,42.17
2019-02-25,10,41.85,54.81,41.85
2019-02-25,11,40.09,51.0,41.07
2019-02-25,12,40.82,50.99,40.82
2019-02-25,13,40.94,54.0,41.04
2019-02-25,14,42.0,57.34,41.97
2019-02-25,15,43.26,65.0,42.09
2019-02-25,16,49.92,73.8,42.04
2019-02-25,17,51.07,78.68,42.01
2019-02-25,18,43.18,78.11,41.85
2019-02-25,19,41.95,72.0,41.85
2019-02-25,20,42.18,67.0,41.04
2019-02-25,21,41.69,60.0,40.38
2019-02-25,22,40.4,52.66,39.43
2019-02-25,23,37.1,52.53,37.1
2019-02-26,0,37.0,51.45,37.0
2019-02-26,1,36.84,49.23,36.84
2019-02-26,2,35.88,49.22,35.88
2019-02-26,3,36.77,49.21,37.35
2019-02-26,4,39.41,52.07,40.57
2019-02-26,5,47.97,67.0,42.54
2019-02-26,6,53.04,65.0,42.65
2019-02-26,7,51.88,67.0,43.17
2019-02-26,8,49.92,64.0,44.16
2019-02-26,9,44.39,57.09,43.95
2019-02-26,10,42.12,54.43,42.56
2019-02-26,11,42.21,49.26,42.21
2019-02-26,12,42.15,48.29,42.15
2019-02-26,13,42.14,54.0,42.14
2019-02-26,14,41.45,55.21,42.47
2019-02-26,15,46.88,60.74,43.23
2019-02-26,16,53.46,65.11,43.03
2019-02-26,17,58.17,70.4,42.77
2019-02-26,18,54.94,70.4,42.41
2019-02-26,19,50.92,64.14,42.15
2019-02-26,20,47.57,57.4,41.85
2019-02-26,21,44.39,54.53,40.9
2019-02-26,22,41.29,48.05,40.09
2019-02-26,23,40.98,47.04,39.61
